"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Geneid"
1508.68229722119,-3.05950767288265,0.0664531674839532,-46.0400578139702,0,0,"Rv0040c"
1131.36508705218,-3.59353983490675,0.0848776440419951,-42.3378838499425,0,0,"Rv0108c"
2910.82922484062,-3.88842107792939,0.0611946722887601,-63.541823699636,0,0,"Rv0166"
2002.57986572017,-3.16021817889524,0.0594144829224539,-53.1893576019145,0,0,"Rv0167"
2084.847200689,-2.92215264450533,0.0711081950261435,-41.0944567420249,0,0,"Rv0169"
3317.64864409045,-3.06631770926993,0.061890533989707,-49.5442115555165,0,0,"Rv0171"
4380.81394829558,-2.80242224773786,0.0550058536891163,-50.9477093761089,0,0,"Rv0172"
2589.88682752402,-2.6911282575296,0.0649189853384166,-41.4536401562809,0,0,"Rv0173"
6083.07031700903,-2.25257982646632,0.0527006933733792,-42.7428878498242,0,0,"Rv0174"
930.710116720025,3.90070741788431,0.100647971424139,38.7559467189499,0,0,"Rv0196"
3800.64325339234,3.83682867014395,0.0577270093712159,66.4650518351135,0,0,"Rv0197"
3574.90582145327,-2.19602805024509,0.054725456956251,-40.1280897846253,0,0,"Rv0227c"
1696.74283138959,-2.52938021485702,0.0586699640157195,-43.1120123779064,0,0,"Rv0233"
3739.72650871389,-2.5400540184362,0.0581874054901323,-43.652986364325,0,0,"Rv0315"
2915.53105568031,-2.0565885270402,0.0505727108093459,-40.6659736867446,0,0,"Rv0346c"
46780.7877515314,-2.63446682133978,0.0648249198843291,-40.6397235205321,0,0,"Rv0440"
4545.94625703469,1.86232790730628,0.0464952866453041,40.0541225073696,0,0,"Rv0530"
4881.76485377914,-3.37552825952821,0.061194616435839,-55.1605428079996,0,0,"Rv0655"
6622.08026757974,2.26887588107394,0.0537852608742392,42.1839709280027,0,0,"Rv0669c"
1615.1015764147,3.0196934685148,0.0705833594791484,42.7819459260348,0,0,"Rv0725c"
4497.31225923456,3.67560550902342,0.063278898768324,58.0858008051074,0,0,"Rv1057"
3403.05120307916,1.76594309039709,0.0451613158229648,39.1030034935141,0,0,"Rv1212c"
11845.8550416883,-3.14318101796805,0.057787334072815,-54.3922135948939,0,0,"Rv1387"
1688.28641304384,-2.9441398522984,0.0693694695804161,-42.4414352611623,0,0,"Rv1397c"
3058.49432455373,-2.40340861127965,0.0542834441986796,-44.2751679956614,0,0,"Rv1477"
1921.33387992324,2.52337886190977,0.0584561083362909,43.1670689980435,0,0,"Rv1841c"
2982.63733768814,2.31146333144433,0.0514507936706994,44.9257079732996,0,0,"Rv1842c"
4988.11758763267,1.70443746117015,0.0424397095498646,40.1613837429192,0,0,"Rv1843c"
2912.08563768899,2.2282427706287,0.0563027901349641,39.5760630208087,0,0,"Rv1854c"
4572.42486890814,-2.61596255153988,0.0481895166730428,-54.2848887505702,0,0,"Rv1886c"
2868.02939273642,1.99805244523282,0.0453505675579212,44.0579369305783,0,0,"Rv2093c"
11843.2038104167,-2.44632599583214,0.0626672245077628,-39.0367694603916,0,0,"Rv2245"
3016.19057310355,-2.29262766492695,0.0565870080333551,-40.5150889684,0,0,"Rv2346c"
5770.53473479037,2.43864203368906,0.0550408081911755,44.3060724184649,0,0,"Rv2430c"
3693.22160392225,2.17788410880578,0.0533650431799862,40.8110624301447,0,0,"Rv2497c"
21547.6866894167,-2.43362988941955,0.053947115061352,-45.1114000563678,0,0,"Rv2524c"
3338.74530745742,2.08122538853967,0.0470105569845408,44.2714471395025,0,0,"Rv2781c"
696.895723551521,-4.6711405436988,0.119360992884347,-39.134565077092,0,0,"Rv2816c"
5837.01197336527,-2.63324449164891,0.055388442958746,-47.5414066723302,0,0,"Rv2846c"
3249.48833698026,1.54888414360291,0.0399146663243049,38.804887682595,0,0,"Rv2869c"
25112.3229331163,3.82760720950188,0.0633144787359591,60.453900686195,0,0,"Rv2930"
51947.9788581736,4.08585817595793,0.0483976087257471,84.4227283854273,0,0,"Rv2931"
31479.9166635434,4.48032029202874,0.0484299950516342,92.5112688376697,0,0,"Rv2932"
60525.7491880046,4.31869034150958,0.0473737451387151,91.1621052729528,0,0,"Rv2933"
42422.3444544025,4.07146905136888,0.045541777914872,89.40074888994,0,0,"Rv2934"
35596.8641566733,3.08887440728415,0.0486071510466857,63.5477360999285,0,0,"Rv2935"
11745.2186033203,2.95679474140973,0.0610913817745753,48.3995394361872,0,0,"Rv2936"
5377.1923618277,2.91003034910518,0.0649740121407233,44.7876043548384,0,0,"Rv2937"
5416.21736109432,2.91712251312787,0.0698178212635524,41.7819184319165,0,0,"Rv2938"
10326.4301765796,2.78455449452364,0.0538800245774526,51.6806463315702,0,0,"Rv2939"
6758.4620139137,-3.31348031627671,0.0651237013947977,-50.8797910025028,0,0,"Rv2986c"
2394.33855975829,-3.58409115262222,0.0901838661937444,-39.7420437145866,0,0,"Rv2988c"
1423.02352021013,-4.66855330499761,0.0819846936191636,-56.944206276894,0,0,"Rv3083"
1115.64694984749,-3.78793387945232,0.0842518848158342,-44.9596336952265,0,0,"Rv3086"
2694.0772804868,2.96969559283428,0.0694490593092752,42.7607749099873,0,0,"Rv3137"
